timestamp_ns,qw,qx,qy,qz,ax,ay,az,t_sec,dist_83a8d,dist_e05a1,dist_48e72
2573489000,0.999146,-0.033142,0.025574,-0.000854,0.003906,-0.003906,0.011719,0.0,,,
2594286000,0.999146,-0.033081,0.025574,-0.000854,0.039062,-0.003906,-0.027344,0.020797,,,
2603194000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.027344,0.029705,,,
2613582000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,0.011719,0.040093,,,
2623942000,0.999146,-0.033081,0.025635,-0.000854,-0.035156,-0.003906,-0.027344,0.050453,,,
2635356000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.027344,0.061867,,,
2643642000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.027344,0.070153,,,
2653648000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.027344,0.080159,,,
2663728000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.019531,0.090239,,,
2673774000,0.999146,-0.033081,0.025635,-0.000854,0.003906,-0.003906,-0.019531,0.100285,,,
2683224000,0.999146,-0.03302,0.025635,-0.000916,0.003906,-0.003906,0.019531,0.109735,,,
2693774000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,-0.019531,0.120285,,,
2704050000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,-0.019531,0.130561,,,
2722784000,0.999146,-0.03302,0.025635,-0.000916,0.003906,0.035156,0.019531,0.149295,,,
2743453000,0.999146,-0.03302,0.025635,-0.000916,0.003906,-0.003906,-0.019531,0.169964,,,
2763187000,0.999146,-0.03302,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.189698,,,
2783458000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.209969,,,
2802721000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.229232,,,
2828098000,0.999146,-0.033081,0.025635,-0.000916,0.003906,0.035156,0.027344,0.254609,,,
2842957000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.269468,,,
2862800000,0.999146,-0.033081,0.025635,-0.000916,-0.035156,-0.003906,0.027344,0.289311,,,
2883278000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.309789,,,
2907006000,0.999146,-0.033081,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.333517,,,
2923118000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.349629,,,
2942937000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.369448,,,
2963342000,0.999146,-0.033142,0.025574,-0.000916,0.039062,-0.003906,0.027344,0.389853,,,
2982592000,0.999146,-0.033142,0.025574,-0.000916,0.003906,-0.003906,-0.011719,0.409103,,,
3003121000,0.999146,-0.033142,0.025574,-0.000916,0.003906,-0.003906,0.027344,0.429632,,,
3022609000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.44912,,,
3042266000,0.999146,-0.033142,0.025574,-0.000916,0.003906,-0.003906,0.027344,0.468777,,,
3064302000,0.999146,-0.033081,0.025574,-0.000916,0.003906,-0.003906,-0.011719,0.490813,,,
3082811000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.509322,,,
3102039000,0.999146,-0.033142,0.025635,-0.000916,0.003906,0.035156,-0.011719,0.52855,,,
3122036000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.548547,,,
3142005000,0.999146,-0.033142,0.025635,-0.000916,-0.035156,-0.003906,0.027344,0.568516,,,
3162298000,0.999146,-0.033142,0.025635,-0.000916,0.003906,0.035156,0.027344,0.588809,,,
3187554000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.614065,,,
3204569000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.63108,,,
3225344000,0.999146,-0.033142,0.025574,-0.000916,0.003906,0.035156,0.027344,0.651855,,,
3241933000,0.999146,-0.033142,0.025574,-0.000916,0.003906,-0.003906,0.027344,0.668444,,,
3262329000,0.999146,-0.033142,0.025574,-0.000916,0.003906,-0.003906,-0.011719,0.68884,,,
3285012000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.711523,,,
3302155000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.728666,,,
3321822000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.748333,,,
3347380000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.773891,,,
3361590000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,-0.011719,0.788101,,,
3381603000,0.999146,-0.033142,0.025635,-0.000916,-0.035156,-0.003906,0.027344,0.808114,,,
3403014000,0.999146,-0.033142,0.025635,-0.000916,0.003906,-0.003906,0.027344,0.829525,,,
3425767000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.003906,0.019531,0.852278,,,
3441149000,0.999146,-0.033142,0.025635,-0.000916,-0.035156,-0.003906,0.019531,0.86766,,,
3461771000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.003906,0.019531,0.888282,,,
3481978000,0.999146,-0.033203,0.025696,-0.000916,0.003906,-0.003906,0.019531,0.908489,,,
3500874000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.003906,-0.019531,0.927385,,,
3531591000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,-0.003906,-0.019531,0.958102,,,
3541391000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,-0.019531,0.967902,,,
3560573000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.019531,0.987084,,,
3591227000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.017738,,,
3604669000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.03118,,,
3620746000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,-0.003906,-0.011719,1.047257,,,
3643319000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.06983,,,
3660275000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,-0.003906,-0.011719,1.086786,,,
3684986000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.111497,,,
3700080000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,-0.011719,1.126591,,,
3724812000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,-0.011719,1.151323,,,
3743274000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,-0.003906,0.027344,1.169785,,,
3760062000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,0.035156,-0.011719,1.186573,,,
3784346000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.210857,,,
3799796000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,0.027344,1.226307,,,
3819671000,0.999146,-0.033203,0.025635,-0.000916,0.011719,0.035156,0.027344,1.246182,,,
3840941000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.003906,-0.011719,1.267452,,,
3859708000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.286219,,,
3879849000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.30636,,,
3901137000,0.999146,-0.033203,0.025635,-0.000916,-0.027344,0.027344,0.027344,1.327648,,,
3926730000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.353241,,,
3939712000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,-0.011719,1.366223,,,
3959416000,0.999146,-0.033203,0.025635,-0.000916,0.011719,0.027344,-0.011719,1.385927,,,
3979455000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.405966,,,
4004008000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.430519,,,
4019630000,0.999146,-0.033203,0.025635,-0.000916,0.011719,0.027344,-0.011719,1.446141,,,
4039365000,0.999146,-0.033203,0.025635,-0.000916,0.011719,0.027344,0.027344,1.465876,,,
4062174000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.488685,,,
4084657000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.511168,,,
4099308000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.525819,,,
4119638000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.027344,1.546149,,,
4149605000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,-0.019531,1.576116,,,
4159830000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.019531,1.586341,,,
4178802000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,-0.019531,1.605313,,,
4199610000,0.999146,-0.033203,0.025635,-0.000916,0.003906,0.027344,0.019531,1.626121,,,
4224450000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,0.019531,1.650961,,,
4239110000,0.999146,-0.033203,0.025635,-0.000916,-0.035156,-0.011719,0.019531,1.665621,,,
4259830000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,0.019531,1.686341,,,
4289578000,0.999146,-0.033203,0.025635,-0.000916,0.003906,0.027344,-0.019531,1.716089,,,
4298651000,0.999146,-0.033203,0.025635,-0.000916,-0.035156,-0.011719,0.019531,1.725162,,,
4318965000,0.999146,-0.033203,0.025635,-0.000916,0.003906,0.027344,-0.019531,1.745476,,,
4338790000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,-0.019531,1.765301,,,
4358434000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,0.019531,1.784945,,,
4378154000,0.999146,-0.033203,0.025635,-0.000916,-0.035156,-0.011719,-0.019531,1.804665,,,
4398215000,0.999146,-0.033203,0.025635,-0.000916,-0.035156,-0.011719,-0.019531,1.824726,,,
4428650000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.019531,1.855161,,,
4438353000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.019531,1.864864,,,
4457990000,0.999146,-0.033203,0.025635,-0.000916,0.011719,-0.011719,0.019531,1.884501,,,
4478136000,0.999146,-0.033203,0.025635,-0.000916,0.003906,-0.011719,-0.019531,1.904647,,,
