timestamp_ns,time_s,state,gt_pos_x,gt_pos_y,stop_number
70686369000,0.000000,Stop,2.850000,4.700000,1.000000
70716682000,0.030313,Stop,2.850000,4.700000,1.000000
70725965000,0.039596,Stop,2.850000,4.700000,1.000000
70745979000,0.059610,Stop,2.850000,4.700000,1.000000
70766881000,0.080512,Stop,2.850000,4.700000,1.000000
70792391000,0.106022,Stop,2.850000,4.700000,1.000000
70806281000,0.119912,Stop,2.850000,4.700000,1.000000
70826024000,0.139655,Stop,2.850000,4.700000,1.000000
70845672000,0.159303,Stop,2.850000,4.700000,1.000000
70867639000,0.181270,Stop,2.850000,4.700000,1.000000
70892142000,0.205773,Stop,2.850000,4.700000,1.000000
70906305000,0.219936,Stop,2.850000,4.700000,1.000000
70925701000,0.239332,Stop,2.850000,4.700000,1.000000
70946346000,0.259977,Stop,2.850000,4.700000,1.000000
70975286000,0.288917,Stop,2.850000,4.700000,1.000000
70985709000,0.299340,Stop,2.850000,4.700000,1.000000
71007001000,0.320632,Stop,2.850000,4.700000,1.000000
71025576000,0.339207,Stop,2.850000,4.700000,1.000000
71050351000,0.363982,Stop,2.850000,4.700000,1.000000
71065434000,0.379065,Stop,2.850000,4.700000,1.000000
71085341000,0.398972,Stop,2.850000,4.700000,1.000000
71115305000,0.428936,Stop,2.850000,4.700000,1.000000
71125216000,0.438847,Stop,2.850000,4.700000,1.000000
71145430000,0.459061,Stop,2.850000,4.700000,1.000000
71165495000,0.479126,Stop,2.850000,4.700000,1.000000
71195945000,0.509576,Stop,2.850000,4.700000,1.000000
71207675000,0.521306,Stop,2.850000,4.700000,1.000000
71225903000,0.539534,Stop,2.850000,4.700000,1.000000
71245279000,0.558910,Stop,2.850000,4.700000,1.000000
71270780000,0.584411,Stop,2.850000,4.700000,1.000000
71284919000,0.598550,Stop,2.850000,4.700000,1.000000
71305346000,0.618977,Stop,2.850000,4.700000,1.000000
71325416000,0.639047,Stop,2.850000,4.700000,1.000000
71355366000,0.668997,Stop,2.850000,4.700000,1.000000
71374292000,0.687923,Stop,2.850000,4.700000,1.000000
71384459000,0.698090,Stop,2.850000,4.700000,1.000000
71405433000,0.719064,Stop,2.850000,4.700000,1.000000
71425049000,0.738680,Stop,2.850000,4.700000,1.000000
71455932000,0.769563,Stop,2.850000,4.700000,1.000000
71469959000,0.783590,Stop,2.850000,4.700000,1.000000
71485004000,0.798635,Stop,2.850000,4.700000,1.000000
71505043000,0.818674,Stop,2.850000,4.700000,1.000000
71533857000,0.847488,Stop,2.850000,4.700000,1.000000
71549240000,0.862871,Stop,2.850000,4.700000,1.000000
71564532000,0.878163,Stop,2.850000,4.700000,1.000000
71596114000,0.909745,Stop,2.850000,4.700000,1.000000
71613596000,0.927227,Stop,2.850000,4.700000,1.000000
71633317000,0.946948,Stop,2.850000,4.700000,1.000000
71643590000,0.957221,Stop,2.850000,4.700000,1.000000
71679291000,0.992922,Stop,2.850000,4.700000,1.000000
71694427000,1.008058,Stop,2.850000,4.700000,1.000000
71714584000,1.028215,Stop,2.850000,4.700000,1.000000
71723576000,1.037207,Stop,2.850000,4.700000,1.000000
71745440000,1.059071,Stop,2.850000,4.700000,1.000000
71765563000,1.079194,Stop,2.850000,4.700000,1.000000
71784608000,1.098239,Stop,2.850000,4.700000,1.000000
71813843000,1.127474,Stop,2.850000,4.700000,1.000000
71836017000,1.149648,Stop,2.850000,4.700000,1.000000
71843211000,1.156842,Stop,2.850000,4.700000,1.000000
71865251000,1.178882,Stop,2.850000,4.700000,1.000000
71893184000,1.206815,Stop,2.850000,4.700000,1.000000
71903429000,1.217060,Stop,2.850000,4.700000,1.000000
71927299000,1.240930,Stop,2.850000,4.700000,1.000000
71953503000,1.267134,Stop,2.850000,4.700000,1.000000
71973866000,1.287497,Stop,2.850000,4.700000,1.000000
71983335000,1.296966,Stop,2.850000,4.700000,1.000000
72006061000,1.319692,Stop,2.850000,4.700000,1.000000
72033095000,1.346726,Stop,2.850000,4.700000,1.000000
72052499000,1.366130,Stop,2.850000,4.700000,1.000000
72068231000,1.381862,Stop,2.850000,4.700000,1.000000
72096103000,1.409734,Stop,2.850000,4.700000,1.000000
72103292000,1.416923,Stop,2.850000,4.700000,1.000000
72132496000,1.446127,Stop,2.850000,4.700000,1.000000
72152761000,1.466392,Stop,2.850000,4.700000,1.000000
72177075000,1.490706,Stop,2.850000,4.700000,1.000000
72192146000,1.505777,Stop,2.850000,4.700000,1.000000
72211956000,1.525587,Stop,2.850000,4.700000,1.000000
72235508000,1.549139,Stop,2.850000,4.700000,1.000000
72256979000,1.570610,Stop,2.850000,4.700000,1.000000
72272318000,1.585949,Stop,2.850000,4.700000,1.000000
72292084000,1.605715,Stop,2.850000,4.700000,1.000000
72314254000,1.627885,Stop,2.850000,4.700000,1.000000
72332260000,1.645891,Stop,2.850000,4.700000,1.000000
72351658000,1.665289,Stop,2.850000,4.700000,1.000000
72372210000,1.685841,Stop,2.850000,4.700000,1.000000
72395536000,1.709167,Stop,2.850000,4.700000,1.000000
72412339000,1.725970,Stop,2.850000,4.700000,1.000000
72438359000,1.751990,Stop,2.850000,4.700000,1.000000
72452259000,1.765890,Stop,2.850000,4.700000,1.000000
72471477000,1.785108,Stop,2.850000,4.700000,1.000000
72492935000,1.806566,Stop,2.850000,4.700000,1.000000
72511523000,1.825154,Stop,2.850000,4.700000,1.000000
72531315000,1.844946,Stop,2.850000,4.700000,1.000000
72557924000,1.871555,Stop,2.850000,4.700000,1.000000
72571546000,1.885177,Stop,2.850000,4.700000,1.000000
72591946000,1.905577,Stop,2.850000,4.700000,1.000000
72613146000,1.926777,Stop,2.850000,4.700000,1.000000
72637411000,1.951042,Stop,2.850000,4.700000,1.000000
72650843000,1.964474,Stop,2.850000,4.700000,1.000000
72671277000,1.984908,Stop,2.850000,4.700000,1.000000
72691393000,2.005024,Stop,2.850000,4.700000,1.000000
72713967000,2.027598,Stop,2.850000,4.700000,1.000000
72730599000,2.044230,Stop,2.850000,4.700000,1.000000
72752453000,2.066084,Stop,2.850000,4.700000,1.000000
72771129000,2.084760,Stop,2.850000,4.700000,1.000000
72796268000,2.109899,Stop,2.850000,4.700000,1.000000
72810418000,2.124049,Stop,2.850000,4.700000,1.000000
72830339000,2.143970,Stop,2.850000,4.700000,1.000000
72851177000,2.164808,Stop,2.850000,4.700000,1.000000
72875095000,2.188726,Stop,2.850000,4.700000,1.000000
72890457000,2.204088,Stop,2.850000,4.700000,1.000000
72910656000,2.224287,Stop,2.850000,4.700000,1.000000
72930236000,2.243867,Stop,2.850000,4.700000,1.000000
72956010000,2.269641,Stop,2.850000,4.700000,1.000000
72970478000,2.284109,Stop,2.850000,4.700000,1.000000
72990202000,2.303833,Stop,2.850000,4.700000,1.000000
73011923000,2.325554,Stop,2.850000,4.700000,1.000000
73035308000,2.348939,Stop,2.850000,4.700000,1.000000
73051555000,2.365186,Stop,2.850000,4.700000,1.000000
73069777000,2.383408,Stop,2.850000,4.700000,1.000000
